arr_observation_id,company_id,article_id,observation_date,arr_usd,arr_raw_value,arr_currency,arr_is_range
ARR-4CF4BBFEBA628203C318253C,COMP-65AAA4A1B46C7F71,ART-8682CAF7758358EB,2023-03-17,790000000,$750.5M - $829.5M,USD,True
ARR-B914B92CB25C2549BD6A87F5,COMP-D3E00D24B34937E8,ART-F24BFC234A85228E,2020-07-18,45500000000,$45.500B,USD,False
ARR-7B794D7D22D59BBE62D1EEBE,COMP-D3E00D24B34937E8,ART-482D64DEE3C136A9,2020-02-09,38000000000,$38.000B,USD,False
ARR-B4AD15D74F862E13288F513B,COMP-F1905B7E8DD98927,ART-B2937E87A5AD18DA,2021-06-07,14500000000,"$14,500,000,000",USD,False
ARR-176053F3FAFFE5D95B8F3316,COMP-D7B6461815275268,ART-766C04AC1589F789,2023-03-21,830000000,$0.830 billion,USD,False
ARR-D573C72AFA3AAA1D7F368038,COMP-11F3242118FF2ADD,ART-0E07ECE4E3D5DE6F,2023-08-18,75800000000,"€68,909,090,909",EUR,False
ARR-4C299D193D8F3F8BC4206E0E,COMP-2D3DAD417C3B2CB2,ART-15DA920D9FD47FBC,2023-11-13,2400000000,"$2,400,000,000",USD,False
ARR-81DFED7E55415BAF4140CEA4,COMP-A5B966CDCB605CA4,ART-B48BF91C16E151FA,2023-10-21,1350000000,$1350.0 million,USD,False
ARR-509970A1E6794F52005A83A1,COMP-54AADC94970AD31E,ART-55B2161B72B2AF1A,2020-05-09,1080000000,"£850,393,701",GBP,False
ARR-6C53D12C67A126FD629AFEED,COMP-7AD8A9012E991995,ART-3ABEBF490E3180A6,2023-07-29,355000000,$355.0M,USD,False
ARR-29749E0D298AB03E161D70E8,COMP-A5B966CDCB605CA4,ART-354F12010E2E259D,2023-07-09,1260000000,"€1,145,454,545",EUR,False
ARR-5D58CF5C494EECD001A55B3F,COMP-A5A4E8E5266709E9,ART-4F166E2406F09051,2020-12-02,190000000,"£149,606,299",GBP,False
ARR-F13706F2AC43A45D1AB530ED,COMP-296ABB15D702EA5D,ART-980ACE3CB48AAF00,2023-04-13,1160000000,$1.160B,USD,False
ARR-DC1B8C2086FCA1E094AE3818,COMP-F0C6ACFF24BC7941,ART-8A94AA84C8BB3AEB,2022-05-07,1180000000,"¥177,000,000,000",JPY,False
ARR-16EEBAE43F64DBC1E7A7C4AF,COMP-FDA76B0BCC1E87CF,ART-9579D83EEB873340,2023-01-26,2350000000,"€2,136,363,636",EUR,False
ARR-395AB384D70EDD2F0FFAA862,COMP-F0C6ACFF24BC7941,ART-1B32EDC733C57FD9,2023-11-22,1700000000,$1615.0M - $1785.0M,USD,True
ARR-988F65545AFBEDC1002B55D4,COMP-B780A23B530EF6BB,ART-4C2917FC1536D465,2021-06-30,28000000,$28.0M,USD,False
ARR-29025D9A42709249DC17B437,COMP-A5A4E8E5266709E9,ART-EA510FD5B65A0FD5,2023-10-15,1500000000,"$1,500,000,000",USD,False
ARR-DAAD3353902D36B9E9F2B4A9,COMP-F0C6ACFF24BC7941,ART-1206E57228150CC3,2022-02-11,1080000000,1080.0M USD,USD,False
ARR-B5E19F32428FD901BAF1698A,COMP-B780A23B530EF6BB,ART-378E2881C9E09D2D,2021-10-22,70000000,$70.0M,USD,False
ARR-2740AB56B8C3151E595C9115,COMP-F0C6ACFF24BC7941,ART-7CF2E87BF1A1544F,2022-10-31,1380000000,$1.380B,USD,False
ARR-6EB82F9D0AD676BA86D91958,COMP-FDA76B0BCC1E87CF,ART-0F5F3E11BC699BC5,2023-06-20,2520000000,"€2,290,909,091",EUR,False
ARR-1D2E91431DFCE8400E701E9D,COMP-B780A23B530EF6BB,ART-49FEC6661EDBF9A0,2021-10-19,70000000,$66.5M - $73.5M,USD,True
ARR-F5824BA0339A26EFA29D7222,COMP-3DA36D688D43678F,ART-057850959C9FE36D,2021-10-18,340000000,$340.0M,USD,False
ARR-31CCA4B31B9BF3953832F057,COMP-A5A4E8E5266709E9,ART-D6DFE52E1779D8CD,2023-01-06,1200000000,"$1,200,000,000",USD,False
ARR-EABA4A5F7F52C807EA88A1FB,COMP-D7B6461815275268,ART-89FF4D39999FFB35,2020-12-30,175000001,"£137,795,276",GBP,False
ARR-C849AA75749A0E6817EF6E98,COMP-4D08EC58743327BA,ART-44642CAAFA57B86A,2022-03-08,1700000000,$1.700B,USD,False
ARR-ADBA1C0EA06C783189B2318B,COMP-296ABB15D702EA5D,ART-DA33B9EA52D4E185,2023-07-22,1200000000,$1.200B,USD,False
ARR-2B04B5BE4560E32789B773BF,COMP-296ABB15D702EA5D,ART-DB2DDFDEBA184241,2020-06-23,660000000,$660.0 million,USD,False
ARR-92ADB82F9466C90DD0EBAF91,COMP-A5A4E8E5266709E9,ART-A2FD2EFD888C962A,2023-10-06,1500000000,$1.500 billion,USD,False
ARR-E45D2B5E516F51D558CD5B5B,COMP-65AAA4A1B46C7F71,ART-AB757EF8D4038464,2023-03-04,790000000,$790.0M,USD,False
ARR-08DDE8E304FE76B680F6AADA,COMP-D7B6461815275268,ART-A1C6834AA2519C14,2020-10-13,175000000,"$175,000,000",USD,False
ARR-237BEB5384D2E436EAF44179,COMP-65AAA4A1B46C7F71,ART-B346379303F7F7E5,2022-04-09,655000000,"€595,454,545",EUR,False
ARR-3EBB97C43AFFCC20456BF3B7,COMP-FDA76B0BCC1E87CF,ART-8AF77422D285268A,2022-08-09,2050000000,2050.0M USD,USD,False
ARR-D6C89D9AC8641D826C2D7365,COMP-54AADC94970AD31E,ART-DFC1AB8581F88DFC,2021-01-01,1180000000,"¥177,000,000,000",JPY,False
ARR-7C3A65EC1DCC096CA544C6C5,COMP-B780A23B530EF6BB,ART-5A619F7806CF0318,2021-02-27,18000000,"$18,000,000",USD,False
ARR-7B8C05D89AB707C142B89627,COMP-3DA36D688D43678F,ART-A37A94ACF193C9AD,2021-06-23,260000000,$247.0M - $273.0M,USD,True
ARR-CBD1D2160D43677E74F281EF,COMP-F0C6ACFF24BC7941,ART-58CF2F68914A7740,2021-12-23,990000000,"¥148,500,000,000",JPY,False
ARR-6B62520C20178788A60FAF98,COMP-3DA36D688D43678F,ART-B0B8D5C2C1F553D1,2021-03-09,210000000,"£165,354,331",GBP,False
ARR-20AA0E202C1190C675240614,COMP-A5B966CDCB605CA4,ART-5115749DEBACAF1E,2023-04-24,1180000000,$1180.0 million,USD,False
ARR-DFE354370532701F30B7B9D1,COMP-65AAA4A1B46C7F71,ART-4AFDC822877C1F44,2020-04-24,285000000,$0.285 billion,USD,False
ARR-9255252B5AE34BABC469625A,COMP-A5B966CDCB605CA4,ART-2E1E19695410D299,2021-03-25,560000000,$560.0 million,USD,False
ARR-2FB3109F4E1AAE877F05F7FD,COMP-7AD8A9012E991995,ART-341DBEBE55C8A877,2020-05-20,150000000,$142.5M - $157.5M,USD,True
ARR-3081411F36226048479A5C72,COMP-7AD8A9012E991995,ART-4CB369FAAD4527F3,2020-12-29,190000000,"¥28,500,000,000",JPY,False
ARR-187801D1E55A0C7459205BD4,COMP-A5A4E8E5266709E9,ART-A67B4106762AAF19,2020-01-10,130000000,"$130,000,000",USD,False
ARR-C6E6B12A67A9894B7C6CE6AA,COMP-F0C6ACFF24BC7941,ART-450F3DB8E4E68357,2022-11-30,1380000000,$1.380B,USD,False
ARR-B433C68B39996DF74A43ABF1,COMP-FDA76B0BCC1E87CF,ART-45B64B0A50773BB0,2021-12-06,1530000000,$1.530B,USD,False
ARR-B0B097BE909606866FEAB97E,COMP-7AD8A9012E991995,ART-E29DA8F7ABF9CB40,2022-02-26,300000000,$300.0M,USD,False
ARR-76B083757760B15392471580,COMP-7AD8A9012E991995,ART-0ED4BF7915857FE0,2022-11-22,295000000,$295.0M,USD,False
ARR-A7A54307272BA84669125560,COMP-2D3DAD417C3B2CB2,ART-6CCD20C275C2FA78,2021-12-24,1180000000,$1.180B,USD,False
ARR-70BF49CA3263D59EBCD84BC1,COMP-3DA36D688D43678F,ART-17E3F24BD54FC663,2023-10-18,760000000,$0.760 billion,USD,False
ARR-CEDB934278D2808A05807EAB,COMP-4D08EC58743327BA,ART-EB1C7A016A083C05,2023-02-09,2300000000,$2.300B,USD,False
ARR-F29E0A83E7429299EC7788A1,COMP-2D3DAD417C3B2CB2,ART-30B17CECE4CF5EC2,2021-04-14,900000000,"¥135,000,000,000",JPY,False
ARR-901577745830F261B7170AA7,COMP-4D08EC58743327BA,ART-37D431E01C6FDBFA,2020-01-18,720000000,720.0M USD,USD,False
ARR-5A2F5CA0D71EB475EC467099,COMP-65AAA4A1B46C7F71,ART-E7EEDE4AADE6FEDE,2023-03-25,790000000,$790.0 million,USD,False
ARR-BBB1DC6913FFE80A14DDE52B,COMP-11F3242118FF2ADD,ART-5FDC4B8063E165B2,2022-11-24,68500000000,$68500.0 million,USD,False
ARR-B133A2134746F849F2EE4A7F,COMP-3DA36D688D43678F,ART-20A46E2B60D2D392,2022-07-10,500000000,"$500,000,000",USD,False
ARR-0A72596545DB348B2A63734A,COMP-EFD12553D6A4F7E5,ART-19F5C23312F62C47,2023-03-25,82000000000,$77900.0M - $86100.0M,USD,True
ARR-5C6D5EE9A7DA42ECAE18CCBD,COMP-F4E821747C88DE40,ART-45798A987339D7C4,2021-01-11,3000000000,$3000.0 million,USD,False
ARR-388C42C89223D2D63117971A,COMP-A5B966CDCB605CA4,ART-61C73E2064966CDC,2020-04-20,420000000,$0.420 billion,USD,False
ARR-7DA16CA279A167B05E8CFCC5,COMP-F1905B7E8DD98927,ART-64342E8CA25000F1,2021-04-14,14500000000,"$14,500,000,000",USD,False
ARR-387030DB332DD01D59FFD0A6,COMP-54AADC94970AD31E,ART-C4BD4ED9AF48C9B6,2022-01-19,1460000000,"€1,327,272,727",EUR,False
ARR-3A888DAF9E36D65FEF169137,COMP-A5B966CDCB605CA4,ART-A7ADC3670598A6AB,2020-01-19,390000000,$390.0M,USD,False
ARR-9AC98C18B69011CED3C4B061,COMP-D3E00D24B34937E8,ART-0D74E594527B03A3,2023-08-15,92000000000,$87400.0M - $96600.0M,USD,True
ARR-D33129CEAA23780DC95D917E,COMP-3DA36D688D43678F,ART-A68F9384E0CEBA08,2022-12-25,570000000,$570.0M,USD,False
ARR-4BFE028B61B2E9987BC2C239,COMP-7AD8A9012E991995,ART-4A500B1209D2E255,2021-01-19,220000000,$0.220 billion,USD,False
ARR-762BC8F5B18160D4339D8504,COMP-D7B6461815275268,ART-4E6FE7F1A44FD58B,2020-04-24,120000000,$0.120 billion,USD,False
ARR-A86128E8EEBCB0ECEA0049F8,COMP-F1905B7E8DD98927,ART-100AFB1671FF564C,2021-05-21,14500000000,"¥2,175,000,000,000",JPY,False
ARR-28D3EAC1CB376DECF0285114,COMP-D3E00D24B34937E8,ART-FDBDCB092EF3B1B1,2020-03-27,38000000000,$38.000B,USD,False
ARR-A565BABB267F5D67DFBBFC11,COMP-A5A4E8E5266709E9,ART-D370BA8BB9DDD380,2023-07-20,1400000000,"£1,102,362,205",GBP,False
ARR-2392161BBA1C9354407AD601,COMP-A5B966CDCB605CA4,ART-55A8BA3D384E41E9,2023-05-06,1180000000,1180.0M USD,USD,False
ARR-4427D8E20F7C85DB55E68E53,COMP-6D785501E2B59644,ART-E231B261BB7C663C,2020-11-11,3000000000,$2850.0M - $3150.0M,USD,True
ARR-814D042ED8720DA95717A9B2,COMP-EFD12553D6A4F7E5,ART-DBC3F1A6474F6592,2021-01-17,31000000000,$31.000B,USD,False
ARR-973D6FF077711DD109952A24,COMP-F1905B7E8DD98927,ART-8614F424AC4CF983,2022-12-09,25000000000,"£19,685,039,370",GBP,False
ARR-8EBECC9A01A3594CABBAA1CD,COMP-D7B6461815275268,ART-5CE1DF94FE36D58C,2020-09-22,145000000,"$145,000,000",USD,False
ARR-102B99C7A47BDA3924DF6CD3,COMP-F0C6ACFF24BC7941,ART-07462B02F425817A,2023-12-07,1700000000,$1.700B,USD,False
ARR-110F87011DF51AADF3A8E046,COMP-54AADC94970AD31E,ART-69AE4D26BD52A522,2020-04-05,1030000000,$978.5M - $1081.5M,USD,True
ARR-1EBF85BD53027D821B8E2432,COMP-FDA76B0BCC1E87CF,ART-1E27FBE83907C397,2021-03-18,1000000000,$950.0M - $1050.0M,USD,True
ARR-685EA2421BE2C2A93BFC0993,COMP-296ABB15D702EA5D,ART-CCD1CF7E52FAC138,2023-02-17,1100000000,$1100.0 million,USD,False
ARR-6DD3DCBED5A1D52244FCC0EC,COMP-F1905B7E8DD98927,ART-A795631D864E4C77,2021-04-06,14500000000,$14.500 billion,USD,False
ARR-11B73E802A3B054432A36496,COMP-A19EE5A9FDC19109,ART-AD9C26829B50260F,2021-03-30,130000000,"¥19,500,000,000",JPY,False
ARR-4B2B1E8539C4E5153E7AE8FE,COMP-65AAA4A1B46C7F71,ART-93A7BA3B0D420B0D,2021-04-22,455000000,"€413,636,364",EUR,False
ARR-674F24FC40C82C33F3550E97,COMP-A5A4E8E5266709E9,ART-2B34AC30B967E75E,2023-08-08,1400000000,"£1,102,362,205",GBP,False
ARR-5E6E6712BD876C23A5455717,COMP-3DA36D688D43678F,ART-6F8CAAC536D81815,2020-01-24,100000000,$95.0M - $105.0M,USD,True
ARR-21F2609E436F43D5D8E58C22,COMP-11F3242118FF2ADD,ART-3F78F4D1DFD77374,2023-10-11,78000000000,"£61,417,322,835",GBP,False
ARR-B747060AD9A3C456BFE9B314,COMP-296ABB15D702EA5D,ART-82FA60C1D7B34E82,2022-09-26,1030000000,$1.030 billion,USD,False
ARR-B5AA13FE62CFFF14DCCE5280,COMP-D7B6461815275268,ART-D9BFEEC1510C4BBB,2023-10-07,900000000,900.0M USD,USD,False
ARR-503C685E9A324E58CB35D120,COMP-6D785501E2B59644,ART-DB54F45A6684E43E,2022-06-24,5600000000,$5600.0 million,USD,False
ARR-1A7E2126BE4813A083885D18,COMP-088472395B269710,ART-D171A88F041DE836,2020-10-29,12600000000,"¥1,890,000,000,000",JPY,False
ARR-CB5341DC68EC51101EA23AD8,COMP-EFD12553D6A4F7E5,ART-CF8AA0C92E4EA282,2023-01-24,82000000000,"£64,566,929,134",GBP,False
ARR-59A57A8026E976A46351538E,COMP-A19EE5A9FDC19109,ART-63D5CE77FDD7D16E,2023-08-22,1720000000,$1720.0 million,USD,False
ARR-AD64E377AC9A807084C07BD4,COMP-A19EE5A9FDC19109,ART-75243FAB28392211,2021-05-21,180000000,"€163,636,364",EUR,False
ARR-60D2796893D67ECFE1BDEAFF,COMP-2D3DAD417C3B2CB2,ART-CB2FEC81B1C8CFD6,2023-05-07,2150000000,$2150.0 million,USD,False
ARR-6287F6FA292E4845F8715755,COMP-EFD12553D6A4F7E5,ART-FC7217DC19C0B65F,2020-10-10,26000000000,26000.0M USD,USD,False
ARR-6B7CD98C8531CE542B6C1953,COMP-11F3242118FF2ADD,ART-9B7199DAABB91BA0,2020-06-08,44500000000,44500.0M USD,USD,False
ARR-34888B65DDC89B8CEE156D42,COMP-B780A23B530EF6BB,ART-47088CFA08A91BEB,2020-01-31,5000000,"¥750,000,000",JPY,False
ARR-917E5EEDABC2F328F8F89D7D,COMP-088472395B269710,ART-AA0A918E5EAD88D7,2022-04-09,17800000000,"¥2,670,000,000,000",JPY,False
ARR-03F2169B3AF715FCF028270E,COMP-F0C6ACFF24BC7941,ART-92397210CB5796A3,2022-03-21,1080000000,"¥162,000,000,000",JPY,False
ARR-131BD268037B3AF8922C1C0C,COMP-54AADC94970AD31E,ART-462D63201FD78391,2022-05-15,1550000000,$1472.5M - $1627.5M,USD,True
ARR-56D2D9FC81A2C6DBC52E617B,COMP-4D08EC58743327BA,ART-CE79C4C356B44D82,2023-09-12,2950000000,$2.950 billion,USD,False
ARR-541CD4E9065EEBCF69B384A8,COMP-F4E821747C88DE40,ART-3A5E0CDE6ADCC550,2020-06-11,2100000000,$2100.0 million,USD,False
ARR-3B8FF9C09FF5FC26E3F873C5,COMP-65AAA4A1B46C7F71,ART-E17C13A96899118A,2020-12-29,339999999,"£267,716,535",GBP,False
ARR-04274DE9C79655F80448196A,COMP-FDA76B0BCC1E87CF,ART-CF3E0BCC5F910B4D,2020-10-02,850000000,"¥127,500,000,000",JPY,False
ARR-22675361ADD5EB8F1FD7ADE0,COMP-A19EE5A9FDC19109,ART-9D716409E49AAB7F,2021-02-16,130000000,$123.5M - $136.5M,USD,True
ARR-0D4CFF78454FEE86BEE38521,COMP-296ABB15D702EA5D,ART-0999F0F8E28A7623,2020-02-08,610000000,$610.0 million,USD,False
ARR-74B3A05E1F231B18C1126E47,COMP-3DA36D688D43678F,ART-4F41B438907CE70B,2020-12-05,160000000,$0.160 billion,USD,False
ARR-38A47CA43952CF00ACC9ED03,COMP-6D785501E2B59644,ART-2BE6CBD6CBCA8D4A,2021-09-11,4200000000,$4.200B,USD,False
ARR-825DDCACE85D54A502EBD612,COMP-F0C6ACFF24BC7941,ART-8261244E473C731F,2021-01-24,720000000,$720.0M,USD,False
ARR-52EB64DF6C00770E03031D1D,COMP-B780A23B530EF6BB,ART-B43B5EBF6D557322,2022-03-04,95000000,"€86,363,636",EUR,False
ARR-B8EA60BD49DF22C2709B8AF1,COMP-A19EE5A9FDC19109,ART-7937EDD83BAED293,2021-10-01,320000000,$304.0M - $336.0M,USD,True
ARR-B9C57FAF41510C5FC06D007F,COMP-11F3242118FF2ADD,ART-A73341D7D4CB3790,2021-07-14,55000000000,$52250.0M - $57750.0M,USD,True
ARR-FB8D349EB7DDC8DD1C2290D1,COMP-A5A4E8E5266709E9,ART-24C82781D0BBA936,2020-04-20,145000000,$145.0M,USD,False
ARR-506329E24798A14DB4BC663E,COMP-6D785501E2B59644,ART-C969AB2D4F2EE187,2021-01-10,3400000000,"¥510,000,000,000",JPY,False
ARR-E16590EE2067B9C38F42D295,COMP-088472395B269710,ART-5C03629B2647A376,2021-05-14,15000000000,15000.0M USD,USD,False
ARR-A4164485FB18D1098E83D3A6,COMP-FDA76B0BCC1E87CF,ART-47DC7FE5883A6FB4,2020-05-22,620000000,"¥93,000,000,000",JPY,False
ARR-5D4AB2D99792D3B62156FF53,COMP-EFD12553D6A4F7E5,ART-B817D447F3CD3C12,2023-04-04,90000000000,"£70,866,141,732",GBP,False
ARR-60F65C3B2B77980F71ABDB09,COMP-4D08EC58743327BA,ART-13A53060EDB8BFD9,2023-03-13,2300000000,2300.0M USD,USD,False
ARR-0579445123A9FA94C18E1EE1,COMP-F1905B7E8DD98927,ART-B6E7FA74FE4FEDB3,2021-10-13,17000000000,$17.000B,USD,False
ARR-7809D09F3F30F772CBAA3FB6,COMP-F4E821747C88DE40,ART-32DC342DDB3015B0,2021-08-13,3900000000,$3900.0 million,USD,False
ARR-E1F58CBA0207991A892C99C5,COMP-B780A23B530EF6BB,ART-CBB31D7F81D3E780,2021-08-20,45000000,$0.045 billion,USD,False
ARR-D829C1F1BFCC412FCA43EE83,COMP-2D3DAD417C3B2CB2,ART-C10826DE8C24AFF0,2020-08-16,500000000,$0.500 billion,USD,False
ARR-A252A21607AFA6B4A2C03446,COMP-088472395B269710,ART-E5455E886F83C129,2023-10-31,45000000000,$45.000 billion,USD,False
ARR-C853221CB6D4275631625AC8,COMP-B780A23B530EF6BB,ART-D33C3BC95C8FFE9D,2022-12-24,250000000,$0.250 billion,USD,False
ARR-C19C165AAAD8F65570EDD63F,COMP-F1905B7E8DD98927,ART-6CF87D7453816DEB,2023-10-14,34000000000,"$34,000,000,000",USD,False
ARR-940CBBDB9DB1AE2FA2544C20,COMP-A5A4E8E5266709E9,ART-88F129E5AC8B3AF9,2022-02-07,700000000,700.0M USD,USD,False
ARR-6D46C78C7B5E68990897E124,COMP-7AD8A9012E991995,ART-CC28CF06ADC93589,2020-09-06,170000000,$170.0M,USD,False
ARR-4BF9A1E8896730AB5F0B053E,COMP-D7B6461815275268,ART-D1D630965D0120F2,2022-07-17,710000000,$710.0 million,USD,False
ARR-7F8976F997E9A1423E58358F,COMP-11F3242118FF2ADD,ART-B7002CBA07A65483,2022-02-06,64000000000,$64.000B,USD,False
ARR-7B53A93090EB2FCDA04E5E8D,COMP-A19EE5A9FDC19109,ART-A00CCB5B38715186,2020-10-31,95000000,"€86,363,636",EUR,False
ARR-1118A0FD82987EDB6E62EC3E,COMP-4D08EC58743327BA,ART-B28DB2BF641B65EE,2021-09-12,1380000000,$1.380B,USD,False
ARR-75C35FF0A6058FE4F371F646,COMP-B780A23B530EF6BB,ART-D9EB8FD1D71104AB,2020-02-21,5000000,"¥750,000,000",JPY,False
ARR-161E357A4B4506E842EA8FDD,COMP-11F3242118FF2ADD,ART-2F1C6FBAD81BDFBD,2023-09-01,75800000000,$75800.0 million,USD,False
ARR-ED27F33CC4F2F96228794638,COMP-54AADC94970AD31E,ART-0CF0126C835168DD,2020-12-15,1120000000,"£881,889,764",GBP,False
ARR-8D1A93BB4AAB604DE01EEA81,COMP-A5A4E8E5266709E9,ART-B7E6E89687C3426D,2023-03-25,1200000000,"€1,090,909,091",EUR,False
ARR-9ADF273057F7123D6F843045,COMP-D3E00D24B34937E8,ART-D0615835B5526BCA,2022-01-27,70000000000,70000.0M USD,USD,False
ARR-C671D2F4BBEFE830360CA06B,COMP-F0C6ACFF24BC7941,ART-8B8B22C5A8D206D1,2022-04-23,1180000000,"¥177,000,000,000",JPY,False
ARR-89D588B7D1FDF8A8C71D4521,COMP-6D785501E2B59644,ART-84399610D8485548,2020-01-10,2600000000,$2470.0M - $2730.0M,USD,True
ARR-87938EC7964DCB9E7C82E333,COMP-2D3DAD417C3B2CB2,ART-2BB397B7586A60FB,2021-01-31,740000000,"$740,000,000",USD,False
ARR-A34F5D362B861F69F3B9178C,COMP-54AADC94970AD31E,ART-A2A8839D9B529410,2023-02-04,1800000000,"€1,636,363,636",EUR,False
ARR-572EBF72C284434E42F25588,COMP-EFD12553D6A4F7E5,ART-EFB66C41A3A5E2FA,2021-03-27,31000000000,31000.0M USD,USD,False
ARR-CDE1D8D83A04281EA4FD8FC2,COMP-54AADC94970AD31E,ART-BB49746E6B8647F2,2021-02-01,1180000000,1180.0M USD,USD,False
ARR-27585EEAC39F49A5F331DC86,COMP-54AADC94970AD31E,ART-583770C0ED36A720,2020-12-16,1120000000,$1.120B,USD,False
ARR-EB95CA00D2AB8423AC5AC0F9,COMP-65AAA4A1B46C7F71,ART-519A765FBAF97C81,2022-05-08,655000000,"€595,454,545",EUR,False
ARR-6FEF14C6947D42C8DC45981C,COMP-A5B966CDCB605CA4,ART-54F3019EE5D96B58,2020-06-19,420000000,$420.0M,USD,False
ARR-FA672DCEE199FFAD0323B943,COMP-3DA36D688D43678F,ART-6F0AEDD1BBD5709C,2023-12-12,760000000,$0.760 billion,USD,False
ARR-5D490183ABFC56B36FCE586D,COMP-65AAA4A1B46C7F71,ART-9428611A4E74646F,2023-11-03,980000000,$980.0M,USD,False
ARR-288BDE35274028775F8D50F9,COMP-EFD12553D6A4F7E5,ART-94D31B4B264A608F,2021-04-06,38000000000,"$38,000,000,000",USD,False
ARR-2A19A9689B03CC2EBF48F7E0,COMP-F0C6ACFF24BC7941,ART-E5C52E9D7C3196E5,2020-09-08,590000000,"¥88,500,000,000",JPY,False
ARR-D32FECE0BB08336CA482E7A8,COMP-FDA76B0BCC1E87CF,ART-45876EDCC6860249,2020-08-11,730000000,$730.0M,USD,False
ARR-C97BF77BDEA5C16E19C9C9D6,COMP-F4E821747C88DE40,ART-3A7475DDA2A43BA0,2023-01-13,7000000000,$7.000B,USD,False
ARR-D71088F074EC40DA18498213,COMP-D3E00D24B34937E8,ART-F91F04D3C1A6C0E9,2021-04-09,58000000000,"€52,727,272,727",EUR,False
ARR-17F24E3C30110DD93699B0B1,COMP-296ABB15D702EA5D,ART-5BC231C092C3003C,2021-01-08,820000000,820.0M USD,USD,False
ARR-E08C2F0F01394957781D9116,COMP-EFD12553D6A4F7E5,ART-86F7364FC4DADCEE,2023-12-19,96000000000,$91200.0M - $100800.0M,USD,True
ARR-2B6C4443BE15F4D5F8D5CEF2,COMP-A5B966CDCB605CA4,ART-CC4B6183001AD91F,2022-07-27,945000000,"¥141,750,000,000",JPY,False
ARR-C1CB179E5933DD767FF6BD76,COMP-4D08EC58743327BA,ART-D74906885FF26093,2023-05-30,2600000000,$2.600B,USD,False
ARR-D2BB9AFD614582AF65049030,COMP-D3E00D24B34937E8,ART-FD5D6C9D10FD48F8,2024-10-04,102600000000,$102600.0M,USD,False
ARR-67D3600DB424A8405C2C2458,COMP-D3E00D24B34937E8,ART-47C707A6548BF256,2024-06-09,98800000000,$98.800 billion,USD,False
ARR-48F47A05158DAA713CB7DB95,COMP-6D785501E2B59644,ART-95BCFF0B6727B53D,2023-11-27,7800000000,7800.0M USD,USD,False
ARR-75731F3BC6340651C46ADC02,COMP-296ABB15D702EA5D,ART-C7FFB06068FE516A,2024-03-04,1350000000,"€1,227,272,727",EUR,False
ARR-662231A75058E65BFF86E93C,COMP-7AD8A9012E991995,ART-990E0A573361AAB3,2024-05-05,388000000,"£305,511,811",GBP,False
ARR-CF63022FDCEB60F1FE834A1F,COMP-FDA76B0BCC1E87CF,ART-C951DB5C046B0606,2024-08-16,3388000000,$3.219B - $3.557B,USD,True
ARR-CE19396F29D741A96E43FB55,COMP-D7B6461815275268,ART-0582904DDABFBFBD,2023-10-12,900000000,$0.900B,USD,False
ARR-A75DBAC0CB930D430A441191,COMP-F1905B7E8DD98927,ART-4F7B5BBBEFDA5EDC,2024-11-07,37400000000,$37400.0M,USD,False
ARR-CC6A387C1ED09C278DA0642F,COMP-2D3DAD417C3B2CB2,ART-923E6AFD99E5FE83,2024-08-19,3168000000,"$3,168,000,000",USD,False
ARR-543931169DBEBB82A238D81D,COMP-D3E00D24B34937E8,ART-E1FBDD1DC97172BF,2024-03-04,98800000000,$98.800 billion,USD,False
ARR-DB08EB6D75DB9888C808C1BD,COMP-EFD12553D6A4F7E5,ART-C186A8030BD61CB7,2024-04-11,96960000000,96960.0M USD,USD,False
ARR-9F53235CAA857DC5C4ED86B5,COMP-3DA36D688D43678F,ART-76FA74E5B712EA5F,2023-09-13,735000000,"€668,181,818",EUR,False
ARR-3F7D1494A79EBF4A740E5FEA,COMP-A5B966CDCB605CA4,ART-EBB2A46147E17A6B,2022-07-15,945000000,"£744,094,488",GBP,False
ARR-3FAB47B26143A2AB217A29C5,COMP-F4E821747C88DE40,ART-75F2383F3AA63CE8,2024-04-05,9180000000,$9180.0 million,USD,False
ARR-CD8FFFE3446C4A20499A0EA2,COMP-A19EE5A9FDC19109,ART-CB2295A0A47D2B70,2023-08-17,1720000000,$1.720B,USD,False
ARR-09BF7D8D989EB5648C2F4466,COMP-11F3242118FF2ADD,ART-E9C61F9404399775,2024-01-25,79170000000,$79170.0M,USD,False
ARR-CD1D051B4F753B3423BCEAED,COMP-11F3242118FF2ADD,ART-ABB5DCC0B65D3117,2024-10-27,83850000000,"$83,850,000,000",USD,False
ARR-A521A1710294359F04C5FFF8,COMP-D7B6461815275268,ART-40C6715BD5F9D6A7,2023-03-27,830000000,$0.830 billion,USD,False
ARR-1DF44C069EF838980E1760A5,COMP-088472395B269710,ART-7762DF1CCB943B2E,2024-06-21,54000000000,54000.0M USD,USD,False
ARR-9D9F14096ABD4B4F02FA1D79,COMP-65AAA4A1B46C7F71,ART-5AFB9E6BE810DB98,2023-04-15,860000000,"€781,818,182",EUR,False
ARR-177D989F68F84FCF60CA8A5E,COMP-F0C6ACFF24BC7941,ART-26A6774C0558E3B7,2023-04-12,1700000000,"£1,338,582,677",GBP,False
ARR-DB60D513102DF4CD29C73124,COMP-A5A4E8E5266709E9,ART-CFFA93585A1C7874,2024-01-13,1620000000,$1.539B - $1.701B,USD,True
